source,target,title,year,type
8207,2518,Dido and Aeneas,1953,undirected
8207,2518,Dido and Aeneas,1953,undirected
8207,2773,Dido and Aeneas,1953,undirected
8207,8298,Dido and Aeneas,1953,undirected
8207,2528,Dido and Aeneas,1953,undirected
8207,2528,Dido and Aeneas,1953,undirected
8207,2529,Dido and Aeneas,1953,undirected
8207,2529,Dido and Aeneas,1953,undirected
8207,8314,Dido and Aeneas,1953,undirected
8207,8328,Dido and Aeneas,1953,undirected
8207,8334,Dido and Aeneas,1953,undirected
2513,8221,Dido and Aeneas,1953,undirected
2513,2515,Dido and Aeneas,1953,undirected
2513,2517,Dido and Aeneas,1953,undirected
2513,2517,Dido and Aeneas,1953,undirected
2513,2518,Dido and Aeneas,1953,undirected
2513,2518,Dido and Aeneas,1953,undirected
2513,2773,Dido and Aeneas,1953,undirected
2513,8298,Dido and Aeneas,1953,undirected
2513,2528,Dido and Aeneas,1953,undirected
2513,2528,Dido and Aeneas,1953,undirected
2513,2529,Dido and Aeneas,1953,undirected
2513,2529,Dido and Aeneas,1953,undirected
2513,8314,Dido and Aeneas,1953,undirected
2513,8328,Dido and Aeneas,1953,undirected
2513,8334,Dido and Aeneas,1953,undirected
8221,2515,Dido and Aeneas,1953,undirected
8221,2517,Dido and Aeneas,1953,undirected
8221,2517,Dido and Aeneas,1953,undirected
8221,2518,Dido and Aeneas,1953,undirected
8221,2518,Dido and Aeneas,1953,undirected
8221,2773,Dido and Aeneas,1953,undirected
8221,8298,Dido and Aeneas,1953,undirected
8221,2528,Dido and Aeneas,1953,undirected
8221,2528,Dido and Aeneas,1953,undirected
8221,2529,Dido and Aeneas,1953,undirected
8221,2529,Dido and Aeneas,1953,undirected
8221,8314,Dido and Aeneas,1953,undirected
8221,8328,Dido and Aeneas,1953,undirected
8221,8334,Dido and Aeneas,1953,undirected
2515,2517,Dido and Aeneas,1953,undirected
2515,2517,Dido and Aeneas,1953,undirected
2515,2518,Dido and Aeneas,1953,undirected
2515,2518,Dido and Aeneas,1953,undirected
2515,2773,Dido and Aeneas,1953,undirected
2515,8298,Dido and Aeneas,1953,undirected
2515,2528,Dido and Aeneas,1953,undirected
2515,2528,Dido and Aeneas,1953,undirected
2515,2529,Dido and Aeneas,1953,undirected
2515,2529,Dido and Aeneas,1953,undirected
2515,8314,Dido and Aeneas,1953,undirected
2515,8328,Dido and Aeneas,1953,undirected
2515,8334,Dido and Aeneas,1953,undirected
2517,2517,Dido and Aeneas,1953,undirected
2517,2518,Dido and Aeneas,1953,undirected
2517,2518,Dido and Aeneas,1953,undirected
2517,2773,Dido and Aeneas,1953,undirected
2517,8298,Dido and Aeneas,1953,undirected
2517,2528,Dido and Aeneas,1953,undirected
2517,2528,Dido and Aeneas,1953,undirected
2517,2529,Dido and Aeneas,1953,undirected
2517,2529,Dido and Aeneas,1953,undirected
2517,8314,Dido and Aeneas,1953,undirected
2517,8328,Dido and Aeneas,1953,undirected
2517,8334,Dido and Aeneas,1953,undirected
2517,2518,Dido and Aeneas,1953,undirected
2517,2518,Dido and Aeneas,1953,undirected
2517,2773,Dido and Aeneas,1953,undirected
2517,8298,Dido and Aeneas,1953,undirected
2517,2528,Dido and Aeneas,1953,undirected
2517,2528,Dido and Aeneas,1953,undirected
2517,2529,Dido and Aeneas,1953,undirected
2517,2529,Dido and Aeneas,1953,undirected
2517,8314,Dido and Aeneas,1953,undirected
2517,8328,Dido and Aeneas,1953,undirected
2517,8334,Dido and Aeneas,1953,undirected
2518,2518,Dido and Aeneas,1953,undirected
2518,2773,Dido and Aeneas,1953,undirected
2518,8298,Dido and Aeneas,1953,undirected
2518,2528,Dido and Aeneas,1953,undirected
2518,2528,Dido and Aeneas,1953,undirected
2518,2529,Dido and Aeneas,1953,undirected
2518,2529,Dido and Aeneas,1953,undirected
2518,8314,Dido and Aeneas,1953,undirected
2518,8328,Dido and Aeneas,1953,undirected
2518,8334,Dido and Aeneas,1953,undirected
2518,2773,Dido and Aeneas,1953,undirected
2518,8298,Dido and Aeneas,1953,undirected
2518,2528,Dido and Aeneas,1953,undirected
2518,2528,Dido and Aeneas,1953,undirected
2518,2529,Dido and Aeneas,1953,undirected
2518,2529,Dido and Aeneas,1953,undirected
2518,8314,Dido and Aeneas,1953,undirected
2518,8328,Dido and Aeneas,1953,undirected
2518,8334,Dido and Aeneas,1953,undirected
2773,8298,Dido and Aeneas,1953,undirected
2773,2528,Dido and Aeneas,1953,undirected
2773,2528,Dido and Aeneas,1953,undirected
2773,2529,Dido and Aeneas,1953,undirected
2773,2529,Dido and Aeneas,1953,undirected
2773,8314,Dido and Aeneas,1953,undirected
2773,8328,Dido and Aeneas,1953,undirected
2773,8334,Dido and Aeneas,1953,undirected
8298,2528,Dido and Aeneas,1953,undirected
8298,2528,Dido and Aeneas,1953,undirected
8298,2529,Dido and Aeneas,1953,undirected
8298,2529,Dido and Aeneas,1953,undirected
8298,8314,Dido and Aeneas,1953,undirected
8298,8328,Dido and Aeneas,1953,undirected
8298,8334,Dido and Aeneas,1953,undirected
2528,2528,Dido and Aeneas,1953,undirected
2528,2529,Dido and Aeneas,1953,undirected
2528,2529,Dido and Aeneas,1953,undirected
2528,8314,Dido and Aeneas,1953,undirected
2528,8328,Dido and Aeneas,1953,undirected
2528,8334,Dido and Aeneas,1953,undirected
2528,2529,Dido and Aeneas,1953,undirected
2528,2529,Dido and Aeneas,1953,undirected
2528,8314,Dido and Aeneas,1953,undirected
2528,8328,Dido and Aeneas,1953,undirected
2528,8334,Dido and Aeneas,1953,undirected
2529,2529,Dido and Aeneas,1953,undirected
2529,8314,Dido and Aeneas,1953,undirected
2529,8328,Dido and Aeneas,1953,undirected
2529,8334,Dido and Aeneas,1953,undirected
2529,8314,Dido and Aeneas,1953,undirected
2529,8328,Dido and Aeneas,1953,undirected
2529,8334,Dido and Aeneas,1953,undirected
8314,8328,Dido and Aeneas,1953,undirected
8314,8334,Dido and Aeneas,1953,undirected
8328,8334,Dido and Aeneas,1953,undirected
4027,1130,Divine Comedy,1938,undirected
4027,4010,Divine Comedy,1938,undirected
4027,4010,Divine Comedy,1938,undirected
4027,4011,Divine Comedy,1938,undirected
4027,4012,Divine Comedy,1938,undirected
4027,1676,Divine Comedy,1938,undirected
4027,1682,Divine Comedy,1938,undirected
4027,4242,Divine Comedy,1938,undirected
4027,1694,Divine Comedy,1938,undirected
4027,1695,Divine Comedy,1938,undirected
4027,4179,Divine Comedy,1938,undirected
4027,4253,Divine Comedy,1938,undirected
4027,3937,Divine Comedy,1938,undirected
4027,4255,Divine Comedy,1938,undirected
4027,2653,Divine Comedy,1938,undirected
4027,1712,Divine Comedy,1938,undirected
4027,1715,Divine Comedy,1938,undirected
4027,4261,Divine Comedy,1938,undirected
4027,1778,Divine Comedy,1938,undirected
4027,4274,Divine Comedy,1938,undirected
4027,4277,Divine Comedy,1938,undirected
1130,4010,Divine Comedy,1938,undirected
1130,4010,Divine Comedy,1938,undirected
1130,4011,Divine Comedy,1938,undirected
1130,4012,Divine Comedy,1938,undirected
1130,1676,Divine Comedy,1938,undirected
1130,1682,Divine Comedy,1938,undirected
1130,4242,Divine Comedy,1938,undirected
1130,1694,Divine Comedy,1938,undirected
1130,1695,Divine Comedy,1938,undirected
1130,4179,Divine Comedy,1938,undirected
1130,4253,Divine Comedy,1938,undirected
1130,3937,Divine Comedy,1938,undirected
1130,4255,Divine Comedy,1938,undirected
1130,2653,Divine Comedy,1938,undirected
1130,1712,Divine Comedy,1938,undirected
1130,1715,Divine Comedy,1938,undirected
1130,4261,Divine Comedy,1938,undirected
1130,1778,Divine Comedy,1938,undirected
1130,4274,Divine Comedy,1938,undirected
1130,4277,Divine Comedy,1938,undirected
4010,4010,Divine Comedy,1938,undirected
4010,4011,Divine Comedy,1938,undirected
4010,4012,Divine Comedy,1938,undirected
4010,1676,Divine Comedy,1938,undirected
4010,1682,Divine Comedy,1938,undirected
4010,4242,Divine Comedy,1938,undirected
4010,1694,Divine Comedy,1938,undirected
4010,1695,Divine Comedy,1938,undirected
4010,4179,Divine Comedy,1938,undirected
4010,4253,Divine Comedy,1938,undirected
4010,3937,Divine Comedy,1938,undirected
4010,4255,Divine Comedy,1938,undirected
4010,2653,Divine Comedy,1938,undirected
4010,1712,Divine Comedy,1938,undirected
4010,1715,Divine Comedy,1938,undirected
4010,4261,Divine Comedy,1938,undirected
4010,1778,Divine Comedy,1938,undirected
4010,4274,Divine Comedy,1938,undirected
4010,4277,Divine Comedy,1938,undirected
4010,4011,Divine Comedy,1938,undirected
4010,4012,Divine Comedy,1938,undirected
4010,1676,Divine Comedy,1938,undirected
4010,1682,Divine Comedy,1938,undirected
4010,4242,Divine Comedy,1938,undirected
4010,1694,Divine Comedy,1938,undirected
4010,1695,Divine Comedy,1938,undirected
4010,4179,Divine Comedy,1938,undirected
4010,4253,Divine Comedy,1938,undirected
4010,3937,Divine Comedy,1938,undirected
4010,4255,Divine Comedy,1938,undirected
4010,2653,Divine Comedy,1938,undirected
4010,1712,Divine Comedy,1938,undirected
4010,1715,Divine Comedy,1938,undirected
4010,4261,Divine Comedy,1938,undirected
4010,1778,Divine Comedy,1938,undirected
4010,4274,Divine Comedy,1938,undirected
4010,4277,Divine Comedy,1938,undirected
4011,4012,Divine Comedy,1938,undirected
4011,1676,Divine Comedy,1938,undirected
4011,1682,Divine Comedy,1938,undirected
4011,4242,Divine Comedy,1938,undirected
4011,1694,Divine Comedy,1938,undirected
4011,1695,Divine Comedy,1938,undirected
4011,4179,Divine Comedy,1938,undirected
4011,4253,Divine Comedy,1938,undirected
4011,3937,Divine Comedy,1938,undirected
4011,4255,Divine Comedy,1938,undirected
4011,2653,Divine Comedy,1938,undirected
4011,1712,Divine Comedy,1938,undirected
4011,1715,Divine Comedy,1938,undirected
4011,4261,Divine Comedy,1938,undirected
4011,1778,Divine Comedy,1938,undirected
4011,4274,Divine Comedy,1938,undirected
4011,4277,Divine Comedy,1938,undirected
4012,1676,Divine Comedy,1938,undirected
4012,1682,Divine Comedy,1938,undirected
4012,4242,Divine Comedy,1938,undirected
4012,1694,Divine Comedy,1938,undirected
4012,1695,Divine Comedy,1938,undirected
4012,4179,Divine Comedy,1938,undirected
4012,4253,Divine Comedy,1938,undirected
4012,3937,Divine Comedy,1938,undirected
4012,4255,Divine Comedy,1938,undirected
4012,2653,Divine Comedy,1938,undirected
4012,1712,Divine Comedy,1938,undirected
4012,1715,Divine Comedy,1938,undirected
4012,4261,Divine Comedy,1938,undirected
4012,1778,Divine Comedy,1938,undirected
4012,4274,Divine Comedy,1938,undirected
4012,4277,Divine Comedy,1938,undirected
1676,1682,Divine Comedy,1938,undirected
1676,4242,Divine Comedy,1938,undirected
1676,1694,Divine Comedy,1938,undirected
1676,1695,Divine Comedy,1938,undirected
1676,4179,Divine Comedy,1938,undirected
1676,4253,Divine Comedy,1938,undirected
1676,3937,Divine Comedy,1938,undirected
1676,4255,Divine Comedy,1938,undirected
1676,2653,Divine Comedy,1938,undirected
1676,1712,Divine Comedy,1938,undirected
1676,1715,Divine Comedy,1938,undirected
1676,4261,Divine Comedy,1938,undirected
1676,1778,Divine Comedy,1938,undirected
1676,4274,Divine Comedy,1938,undirected
1676,4277,Divine Comedy,1938,undirected
1682,4242,Divine Comedy,1938,undirected
1682,1694,Divine Comedy,1938,undirected
1682,1695,Divine Comedy,1938,undirected
1682,4179,Divine Comedy,1938,undirected
1682,4253,Divine Comedy,1938,undirected
1682,3937,Divine Comedy,1938,undirected
1682,4255,Divine Comedy,1938,undirected
1682,2653,Divine Comedy,1938,undirected
1682,1712,Divine Comedy,1938,undirected
1682,1715,Divine Comedy,1938,undirected
1682,4261,Divine Comedy,1938,undirected
1682,1778,Divine Comedy,1938,undirected
1682,4274,Divine Comedy,1938,undirected
1682,4277,Divine Comedy,1938,undirected
4242,1694,Divine Comedy,1938,undirected
4242,1695,Divine Comedy,1938,undirected
4242,4179,Divine Comedy,1938,undirected
4242,4253,Divine Comedy,1938,undirected
4242,3937,Divine Comedy,1938,undirected
4242,4255,Divine Comedy,1938,undirected
4242,2653,Divine Comedy,1938,undirected
4242,1712,Divine Comedy,1938,undirected
4242,1715,Divine Comedy,1938,undirected
4242,4261,Divine Comedy,1938,undirected
4242,1778,Divine Comedy,1938,undirected
4242,4274,Divine Comedy,1938,undirected
4242,4277,Divine Comedy,1938,undirected
1694,1695,Divine Comedy,1938,undirected
1694,4179,Divine Comedy,1938,undirected
1694,4253,Divine Comedy,1938,undirected
1694,3937,Divine Comedy,1938,undirected
1694,4255,Divine Comedy,1938,undirected
1694,2653,Divine Comedy,1938,undirected
1694,1712,Divine Comedy,1938,undirected
1694,1715,Divine Comedy,1938,undirected
1694,4261,Divine Comedy,1938,undirected
1694,1778,Divine Comedy,1938,undirected
1694,4274,Divine Comedy,1938,undirected
1694,4277,Divine Comedy,1938,undirected
1695,4179,Divine Comedy,1938,undirected
1695,4253,Divine Comedy,1938,undirected
1695,3937,Divine Comedy,1938,undirected
1695,4255,Divine Comedy,1938,undirected
1695,2653,Divine Comedy,1938,undirected
1695,1712,Divine Comedy,1938,undirected
1695,1715,Divine Comedy,1938,undirected
1695,4261,Divine Comedy,1938,undirected
1695,1778,Divine Comedy,1938,undirected
1695,4274,Divine Comedy,1938,undirected
1695,4277,Divine Comedy,1938,undirected
4179,4253,Divine Comedy,1938,undirected
4179,3937,Divine Comedy,1938,undirected
4179,4255,Divine Comedy,1938,undirected
4179,2653,Divine Comedy,1938,undirected
4179,1712,Divine Comedy,1938,undirected
4179,1715,Divine Comedy,1938,undirected
4179,4261,Divine Comedy,1938,undirected
4179,1778,Divine Comedy,1938,undirected
4179,4274,Divine Comedy,1938,undirected
4179,4277,Divine Comedy,1938,undirected
4253,3937,Divine Comedy,1938,undirected
4253,4255,Divine Comedy,1938,undirected
4253,2653,Divine Comedy,1938,undirected
4253,1712,Divine Comedy,1938,undirected
4253,1715,Divine Comedy,1938,undirected
4253,4261,Divine Comedy,1938,undirected
4253,1778,Divine Comedy,1938,undirected
4253,4274,Divine Comedy,1938,undirected
4253,4277,Divine Comedy,1938,undirected
3937,4255,Divine Comedy,1938,undirected
3937,2653,Divine Comedy,1938,undirected
3937,1712,Divine Comedy,1938,undirected
3937,1715,Divine Comedy,1938,undirected
3937,4261,Divine Comedy,1938,undirected
3937,1778,Divine Comedy,1938,undirected
3937,4274,Divine Comedy,1938,undirected
3937,4277,Divine Comedy,1938,undirected
4255,2653,Divine Comedy,1938,undirected
4255,1712,Divine Comedy,1938,undirected
4255,1715,Divine Comedy,1938,undirected
4255,4261,Divine Comedy,1938,undirected
4255,1778,Divine Comedy,1938,undirected
4255,4274,Divine Comedy,1938,undirected
4255,4277,Divine Comedy,1938,undirected
2653,1712,Divine Comedy,1938,undirected
2653,1715,Divine Comedy,1938,undirected
2653,4261,Divine Comedy,1938,undirected
2653,1778,Divine Comedy,1938,undirected
2653,4274,Divine Comedy,1938,undirected
2653,4277,Divine Comedy,1938,undirected
1712,1715,Divine Comedy,1938,undirected
1712,4261,Divine Comedy,1938,undirected
1712,1778,Divine Comedy,1938,undirected
1712,4274,Divine Comedy,1938,undirected
1712,4277,Divine Comedy,1938,undirected
1715,4261,Divine Comedy,1938,undirected
1715,1778,Divine Comedy,1938,undirected
1715,4274,Divine Comedy,1938,undirected
1715,4277,Divine Comedy,1938,undirected
4261,1778,Divine Comedy,1938,undirected
4261,4274,Divine Comedy,1938,undirected
4261,4277,Divine Comedy,1938,undirected
1778,4274,Divine Comedy,1938,undirected
1778,4277,Divine Comedy,1938,undirected
4274,4277,Divine Comedy,1938,undirected
1225,1230,Done Got Over,1932,undirected
1225,1174,Done Got Over,1932,undirected
1225,1245,Done Got Over,1932,undirected
1225,1245,Done Got Over,1932,undirected
1225,1185,Done Got Over,1932,undirected
1225,1255,Done Got Over,1932,undirected
1225,1255,Done Got Over,1932,undirected
1225,1188,Done Got Over,1932,undirected
1225,1260,Done Got Over,1932,undirected
1225,1265,Done Got Over,1932,undirected
1225,1266,Done Got Over,1932,undirected
1230,1174,Done Got Over,1932,undirected
1230,1245,Done Got Over,1932,undirected
1230,1245,Done Got Over,1932,undirected
1230,1185,Done Got Over,1932,undirected
1230,1255,Done Got Over,1932,undirected
1230,1255,Done Got Over,1932,undirected
1230,1188,Done Got Over,1932,undirected
1230,1260,Done Got Over,1932,undirected
1230,1265,Done Got Over,1932,undirected
1230,1266,Done Got Over,1932,undirected
1174,1245,Done Got Over,1932,undirected
1174,1245,Done Got Over,1932,undirected
1174,1185,Done Got Over,1932,undirected
1174,1255,Done Got Over,1932,undirected
1174,1255,Done Got Over,1932,undirected
1174,1188,Done Got Over,1932,undirected
1174,1260,Done Got Over,1932,undirected
1174,1265,Done Got Over,1932,undirected
1174,1266,Done Got Over,1932,undirected
1245,1245,Done Got Over,1932,undirected
1245,1185,Done Got Over,1932,undirected
1245,1255,Done Got Over,1932,undirected
1245,1255,Done Got Over,1932,undirected
1245,1188,Done Got Over,1932,undirected
1245,1260,Done Got Over,1932,undirected
1245,1265,Done Got Over,1932,undirected
1245,1266,Done Got Over,1932,undirected
1245,1185,Done Got Over,1932,undirected
1245,1255,Done Got Over,1932,undirected
1245,1255,Done Got Over,1932,undirected
1245,1188,Done Got Over,1932,undirected
1245,1260,Done Got Over,1932,undirected
1245,1265,Done Got Over,1932,undirected
1245,1266,Done Got Over,1932,undirected
1185,1255,Done Got Over,1932,undirected
1185,1255,Done Got Over,1932,undirected
1185,1188,Done Got Over,1932,undirected
1185,1260,Done Got Over,1932,undirected
1185,1265,Done Got Over,1932,undirected
1185,1266,Done Got Over,1932,undirected
1255,1255,Done Got Over,1932,undirected
1255,1188,Done Got Over,1932,undirected
1255,1260,Done Got Over,1932,undirected
1255,1265,Done Got Over,1932,undirected
1255,1266,Done Got Over,1932,undirected
1255,1188,Done Got Over,1932,undirected
1255,1260,Done Got Over,1932,undirected
1255,1265,Done Got Over,1932,undirected
1255,1266,Done Got Over,1932,undirected
1188,1260,Done Got Over,1932,undirected
1188,1265,Done Got Over,1932,undirected
1188,1266,Done Got Over,1932,undirected
1260,1265,Done Got Over,1932,undirected
1260,1266,Done Got Over,1932,undirected
1265,1266,Done Got Over,1932,undirected
4535,4537,Dust to Earth,1941,undirected
4535,4538,Dust to Earth,1941,undirected
4535,4540,Dust to Earth,1941,undirected
4535,1130,Dust to Earth,1941,undirected
4535,4548,Dust to Earth,1941,undirected
4535,1815,Dust to Earth,1941,undirected
4535,1823,Dust to Earth,1941,undirected
4535,1829,Dust to Earth,1941,undirected
4535,1839,Dust to Earth,1941,undirected
4535,1840,Dust to Earth,1941,undirected
4535,4570,Dust to Earth,1941,undirected
4535,1742,Dust to Earth,1941,undirected
4535,1938,Dust to Earth,1941,undirected
4535,4578,Dust to Earth,1941,undirected
4535,1855,Dust to Earth,1941,undirected
4535,1776,Dust to Earth,1941,undirected
4537,4538,Dust to Earth,1941,undirected
4537,4540,Dust to Earth,1941,undirected
4537,1130,Dust to Earth,1941,undirected
4537,4548,Dust to Earth,1941,undirected
4537,1815,Dust to Earth,1941,undirected
4537,1823,Dust to Earth,1941,undirected
4537,1829,Dust to Earth,1941,undirected
4537,1839,Dust to Earth,1941,undirected
4537,1840,Dust to Earth,1941,undirected
4537,4570,Dust to Earth,1941,undirected
4537,1742,Dust to Earth,1941,undirected
4537,1938,Dust to Earth,1941,undirected
4537,4578,Dust to Earth,1941,undirected
4537,1855,Dust to Earth,1941,undirected
4537,1776,Dust to Earth,1941,undirected
4538,4540,Dust to Earth,1941,undirected
4538,1130,Dust to Earth,1941,undirected
4538,4548,Dust to Earth,1941,undirected
4538,1815,Dust to Earth,1941,undirected
4538,1823,Dust to Earth,1941,undirected
4538,1829,Dust to Earth,1941,undirected
4538,1839,Dust to Earth,1941,undirected
4538,1840,Dust to Earth,1941,undirected
4538,4570,Dust to Earth,1941,undirected
4538,1742,Dust to Earth,1941,undirected
4538,1938,Dust to Earth,1941,undirected
4538,4578,Dust to Earth,1941,undirected
4538,1855,Dust to Earth,1941,undirected
4538,1776,Dust to Earth,1941,undirected
4540,1130,Dust to Earth,1941,undirected
4540,4548,Dust to Earth,1941,undirected
4540,1815,Dust to Earth,1941,undirected
4540,1823,Dust to Earth,1941,undirected
4540,1829,Dust to Earth,1941,undirected
4540,1839,Dust to Earth,1941,undirected
4540,1840,Dust to Earth,1941,undirected
4540,4570,Dust to Earth,1941,undirected
4540,1742,Dust to Earth,1941,undirected
4540,1938,Dust to Earth,1941,undirected
4540,4578,Dust to Earth,1941,undirected
4540,1855,Dust to Earth,1941,undirected
4540,1776,Dust to Earth,1941,undirected
1130,4548,Dust to Earth,1941,undirected
1130,1815,Dust to Earth,1941,undirected
1130,1823,Dust to Earth,1941,undirected
1130,1829,Dust to Earth,1941,undirected
1130,1839,Dust to Earth,1941,undirected
1130,1840,Dust to Earth,1941,undirected
1130,4570,Dust to Earth,1941,undirected
1130,1742,Dust to Earth,1941,undirected
1130,1938,Dust to Earth,1941,undirected
1130,4578,Dust to Earth,1941,undirected
1130,1855,Dust to Earth,1941,undirected
1130,1776,Dust to Earth,1941,undirected
4548,1815,Dust to Earth,1941,undirected
4548,1823,Dust to Earth,1941,undirected
4548,1829,Dust to Earth,1941,undirected
4548,1839,Dust to Earth,1941,undirected
4548,1840,Dust to Earth,1941,undirected
4548,4570,Dust to Earth,1941,undirected
4548,1742,Dust to Earth,1941,undirected
4548,1938,Dust to Earth,1941,undirected
4548,4578,Dust to Earth,1941,undirected
4548,1855,Dust to Earth,1941,undirected
4548,1776,Dust to Earth,1941,undirected
1815,1823,Dust to Earth,1941,undirected
1815,1829,Dust to Earth,1941,undirected
1815,1839,Dust to Earth,1941,undirected
1815,1840,Dust to Earth,1941,undirected
1815,4570,Dust to Earth,1941,undirected
1815,1742,Dust to Earth,1941,undirected
1815,1938,Dust to Earth,1941,undirected
1815,4578,Dust to Earth,1941,undirected
1815,1855,Dust to Earth,1941,undirected
1815,1776,Dust to Earth,1941,undirected
1823,1829,Dust to Earth,1941,undirected
1823,1839,Dust to Earth,1941,undirected
1823,1840,Dust to Earth,1941,undirected
1823,4570,Dust to Earth,1941,undirected
1823,1742,Dust to Earth,1941,undirected
1823,1938,Dust to Earth,1941,undirected
1823,4578,Dust to Earth,1941,undirected
1823,1855,Dust to Earth,1941,undirected
1823,1776,Dust to Earth,1941,undirected
1829,1839,Dust to Earth,1941,undirected
1829,1840,Dust to Earth,1941,undirected
1829,4570,Dust to Earth,1941,undirected
1829,1742,Dust to Earth,1941,undirected
1829,1938,Dust to Earth,1941,undirected
1829,4578,Dust to Earth,1941,undirected
1829,1855,Dust to Earth,1941,undirected
1829,1776,Dust to Earth,1941,undirected
1839,1840,Dust to Earth,1941,undirected
1839,4570,Dust to Earth,1941,undirected
1839,1742,Dust to Earth,1941,undirected
1839,1938,Dust to Earth,1941,undirected
1839,4578,Dust to Earth,1941,undirected
1839,1855,Dust to Earth,1941,undirected
1839,1776,Dust to Earth,1941,undirected
1840,4570,Dust to Earth,1941,undirected
1840,1742,Dust to Earth,1941,undirected
1840,1938,Dust to Earth,1941,undirected
1840,4578,Dust to Earth,1941,undirected
1840,1855,Dust to Earth,1941,undirected
1840,1776,Dust to Earth,1941,undirected
4570,1742,Dust to Earth,1941,undirected
4570,1938,Dust to Earth,1941,undirected
4570,4578,Dust to Earth,1941,undirected
4570,1855,Dust to Earth,1941,undirected
4570,1776,Dust to Earth,1941,undirected
1742,1938,Dust to Earth,1941,undirected
1742,4578,Dust to Earth,1941,undirected
1742,1855,Dust to Earth,1941,undirected
1742,1776,Dust to Earth,1941,undirected
1938,4578,Dust to Earth,1941,undirected
1938,1855,Dust to Earth,1941,undirected
1938,1776,Dust to Earth,1941,undirected
4578,1855,Dust to Earth,1941,undirected
4578,1776,Dust to Earth,1941,undirected
1855,1776,Dust to Earth,1941,undirected
1695,4179,Edward II,1939,undirected
1695,1829,Edward II,1939,undirected
1695,1710,Edward II,1939,undirected
1695,1767,Edward II,1939,undirected
1695,4441,Edward II,1939,undirected
1695,1715,Edward II,1939,undirected
1695,1715,Edward II,1939,undirected
1695,4448,Edward II,1939,undirected
1695,1721,Edward II,1939,undirected
1695,1778,Edward II,1939,undirected
4179,1829,Edward II,1939,undirected
4179,1710,Edward II,1939,undirected
4179,1767,Edward II,1939,undirected
4179,4441,Edward II,1939,undirected
4179,1715,Edward II,1939,undirected
4179,1715,Edward II,1939,undirected
4179,4448,Edward II,1939,undirected
4179,1721,Edward II,1939,undirected
4179,1778,Edward II,1939,undirected
1829,1710,Edward II,1939,undirected
1829,1767,Edward II,1939,undirected
1829,4441,Edward II,1939,undirected
1829,1715,Edward II,1939,undirected
1829,1715,Edward II,1939,undirected
1829,4448,Edward II,1939,undirected
1829,1721,Edward II,1939,undirected
1829,1778,Edward II,1939,undirected
1710,1767,Edward II,1939,undirected
1710,4441,Edward II,1939,undirected
1710,1715,Edward II,1939,undirected
1710,1715,Edward II,1939,undirected
1710,4448,Edward II,1939,undirected
1710,1721,Edward II,1939,undirected
1710,1778,Edward II,1939,undirected
1767,4441,Edward II,1939,undirected
1767,1715,Edward II,1939,undirected
1767,1715,Edward II,1939,undirected
1767,4448,Edward II,1939,undirected
1767,1721,Edward II,1939,undirected
1767,1778,Edward II,1939,undirected
4441,1715,Edward II,1939,undirected
4441,1715,Edward II,1939,undirected
4441,4448,Edward II,1939,undirected
4441,1721,Edward II,1939,undirected
4441,1778,Edward II,1939,undirected
1715,1715,Edward II,1939,undirected
1715,4448,Edward II,1939,undirected
1715,1721,Edward II,1939,undirected
1715,1778,Edward II,1939,undirected
1715,4448,Edward II,1939,undirected
1715,1721,Edward II,1939,undirected
1715,1778,Edward II,1939,undirected
4448,1721,Edward II,1939,undirected
4448,1778,Edward II,1939,undirected
1721,1778,Edward II,1939,undirected
6534,6397,Elsie and the Egg Man,1950,undirected
6534,2408,Elsie and the Egg Man,1950,undirected
6534,6491,Elsie and the Egg Man,1950,undirected
6534,6799,Elsie and the Egg Man,1950,undirected
6534,2775,Elsie and the Egg Man,1950,undirected
6534,6803,Elsie and the Egg Man,1950,undirected
6397,2408,Elsie and the Egg Man,1950,undirected
6397,6491,Elsie and the Egg Man,1950,undirected
6397,6799,Elsie and the Egg Man,1950,undirected
6397,2775,Elsie and the Egg Man,1950,undirected
6397,6803,Elsie and the Egg Man,1950,undirected
2408,6491,Elsie and the Egg Man,1950,undirected
2408,6799,Elsie and the Egg Man,1950,undirected
2408,2775,Elsie and the Egg Man,1950,undirected
2408,6803,Elsie and the Egg Man,1950,undirected
6491,6799,Elsie and the Egg Man,1950,undirected
6491,2775,Elsie and the Egg Man,1950,undirected
6491,6803,Elsie and the Egg Man,1950,undirected
6799,2775,Elsie and the Egg Man,1950,undirected
6799,6803,Elsie and the Egg Man,1950,undirected
2775,6803,Elsie and the Egg Man,1950,undirected
2445,2503,Far Smiling Land,1951,undirected
2445,7438,Far Smiling Land,1951,undirected
2445,2460,Far Smiling Land,1951,undirected
2445,7491,Far Smiling Land,1951,undirected
2445,2470,Far Smiling Land,1951,undirected
2503,7438,Far Smiling Land,1951,undirected
2503,2460,Far Smiling Land,1951,undirected
2503,7491,Far Smiling Land,1951,undirected
2503,2470,Far Smiling Land,1951,undirected
7438,2460,Far Smiling Land,1951,undirected
7438,7491,Far Smiling Land,1951,undirected
7438,2470,Far Smiling Land,1951,undirected
2460,7491,Far Smiling Land,1951,undirected
2460,2470,Far Smiling Land,1951,undirected
7491,2470,Far Smiling Land,1951,undirected
5864,2715,Faust Part I,1949,undirected
5864,2293,Faust Part I,1949,undirected
5864,2293,Faust Part I,1949,undirected
5864,2720,Faust Part I,1949,undirected
5864,2720,Faust Part I,1949,undirected
